C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\parser.js: line 206, col 21, Error - 'id' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\parser.js: line 220, col 31, Error - 'e' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\simulation.js: line 11, col 26, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\simulation.js: line 11, col 35, Error - 'iterations' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\simulation.js: line 15, col 29, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\simulation.js: line 19, col 20, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\ui.js: line 16, col 36, Error - 'app' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\ui.js: line 17, col 5, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\ui.js: line 25, col 5, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\ui.js: line 29, col 5, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\ui.js: line 33, col 9, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\ui.js: line 59, col 5, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 258, col 40, Error - 'event' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 258, col 47, Error - 'd' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 263, col 34, Error - 'event' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 263, col 41, Error - 'd' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 384, col 34, Error - 'd' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 393, col 25, Error - 'event' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\visualization.js: line 393, col 32, Error - 'd' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 25, col 19, Error - 'defaultValue' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 34, col 14, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 34, col 19, Error - 'value' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 50, col 17, Error - 'config' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 80, col 19, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 80, col 24, Error - 'callback' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 89, col 20, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 89, col 25, Error - 'callback' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 99, col 19, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 99, col 24, Error - 'value' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 123, col 17, Error - 'configJson' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 132, col 28, Error - 'config' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 141, col 22, Error - 'category' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 150, col 22, Error - 'category' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 150, col 32, Error - 'config' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 159, col 14, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 167, col 17, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 198, col 18, Error - 'backupData' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 214, col 17, Error - 'index' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 222, col 24, Error - 'feature' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 230, col 25, Error - 'feature' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 239, col 27, Error - 'feature' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 256, col 28, Error - 'key' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 256, col 33, Error - 'value' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\config.js: line 266, col 33, Error - 'defaultValue' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\lazy-loading.js: line 6, col 5, Error - 'userRequestsAI' is not defined. (no-undef)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\utils\lazy-loading.js: line 7, col 13, Error - 'AIOptimizer' is assigned a value but never used. (no-unused-vars)

89 problems
